"project","file_id","sample_barcode","patient_id","sample_type","gene_name","ensembl_id","unstranded","TPM","FPKM","FPKM_UQ","extraction_status"
"TCGA-LUSC","f9cd1c16-3be3-415c-8d7b-9249c3b1c7fa","TCGA-66-2766-01A-01R-0851-07","TCGA-66-2766","Primary Tumor","JAK3","ENSG00000105639",453,3.8065,1.1716,1.3528,"OK"
"TCGA-LUSC","f9cd1c16-3be3-415c-8d7b-9249c3b1c7fa","TCGA-66-2766-01A-01R-0851-07","TCGA-66-2766","Primary Tumor","EPHB2","ENSG00000133216",1706,7.8033,2.4018,2.7731,"OK"
"TCGA-LUSC","1df39a00-527b-4218-8925-59420089415f","TCGA-NC-A5HR-01A-21R-A26W-07","TCGA-NC-A5HR","Primary Tumor","JAK3","ENSG00000105639",708,8.1625,2.7897,2.8351,"OK"
"TCGA-LUSC","1df39a00-527b-4218-8925-59420089415f","TCGA-NC-A5HR-01A-21R-A26W-07","TCGA-NC-A5HR","Primary Tumor","EPHB2","ENSG00000133216",773,4.8511,1.658,1.6849,"OK"
"TCGA-LUSC","6ed3a19f-af35-42c0-8961-3e228abc6b7f","TCGA-60-2696-01A-01R-0851-07","TCGA-60-2696","Primary Tumor","JAK3","ENSG00000105639",1940,15.9908,5.2788,5.1618,"OK"
"TCGA-LUSC","6ed3a19f-af35-42c0-8961-3e228abc6b7f","TCGA-60-2696-01A-01R-0851-07","TCGA-60-2696","Primary Tumor","EPHB2","ENSG00000133216",3596,16.1347,5.3263,5.2082,"OK"
"TCGA-LUSC","6bff99d4-8131-4e5f-8bc8-57bb4675d580","TCGA-63-7020-01A-11R-1949-07","TCGA-63-7020","Primary Tumor","JAK3","ENSG00000105639",754,10.5994,3.1511,3.3482,"OK"
"TCGA-LUSC","6bff99d4-8131-4e5f-8bc8-57bb4675d580","TCGA-63-7020-01A-11R-1949-07","TCGA-63-7020","Primary Tumor","EPHB2","ENSG00000133216",3241,24.8006,7.373,7.8343,"OK"
"TCGA-LUSC","4881f536-790c-4c1c-9c19-d1c00057664f","TCGA-68-8251-01A-11R-2296-07","TCGA-68-8251","Primary Tumor","JAK3","ENSG00000105639",4187,43.1092,12.3203,12.7551,"OK"
"TCGA-LUSC","4881f536-790c-4c1c-9c19-d1c00057664f","TCGA-68-8251-01A-11R-2296-07","TCGA-68-8251","Primary Tumor","EPHB2","ENSG00000133216",3669,20.563,5.8768,6.0842,"OK"
"TCGA-LUSC","6d233871-9022-4a62-b7b2-00f43f645421","TCGA-51-6867-01A-11R-2045-07","TCGA-51-6867","Primary Tumor","JAK3","ENSG00000105639",1367,11.8106,3.1287,3.1104,"OK"
"TCGA-LUSC","6d233871-9022-4a62-b7b2-00f43f645421","TCGA-51-6867-01A-11R-2045-07","TCGA-51-6867","Primary Tumor","EPHB2","ENSG00000133216",3511,16.5123,4.3742,4.3486,"OK"
"TCGA-LUSC","b6d66063-5c82-4be2-9355-1ba53abbb29b","TCGA-22-1005-01A-01R-0692-07","TCGA-22-1005","Primary Tumor","JAK3","ENSG00000105639",2700,17.6264,13.1016,14.1386,"OK"
"TCGA-LUSC","b6d66063-5c82-4be2-9355-1ba53abbb29b","TCGA-22-1005-01A-01R-0692-07","TCGA-22-1005","Primary Tumor","EPHB2","ENSG00000133216",1789,6.3574,4.7254,5.0995,"OK"
"TCGA-LUSC","e890955f-3a56-4ce0-a744-747b49c5b4cb","TCGA-66-2800-01A-01R-1201-07","TCGA-66-2800","Primary Tumor","JAK3","ENSG00000105639",828,8.9263,2.6844,2.6826,"OK"
"TCGA-LUSC","e890955f-3a56-4ce0-a744-747b49c5b4cb","TCGA-66-2800-01A-01R-1201-07","TCGA-66-2800","Primary Tumor","EPHB2","ENSG00000133216",919,5.393,1.6219,1.6208,"OK"
"TCGA-LUSC","c9dd0b68-5c32-4686-b1e7-535e7040a5aa","TCGA-43-A56U-01A-11R-A26W-07","TCGA-43-A56U","Primary Tumor","JAK3","ENSG00000105639",2951,21.5108,13.6248,12.9111,"OK"
"TCGA-LUSC","c9dd0b68-5c32-4686-b1e7-535e7040a5aa","TCGA-43-A56U-01A-11R-A26W-07","TCGA-43-A56U","Primary Tumor","EPHB2","ENSG00000133216",1435,5.6939,3.6065,3.4176,"OK"
"TCGA-LUSC","e1a0a027-6a72-4cb0-8324-cc661f18abe4","TCGA-37-4132-01A-01R-1100-07","TCGA-37-4132","Primary Tumor","JAK3","ENSG00000105639",789,5.4705,2.3952,2.5464,"OK"
"TCGA-LUSC","e1a0a027-6a72-4cb0-8324-cc661f18abe4","TCGA-37-4132-01A-01R-1100-07","TCGA-37-4132","Primary Tumor","EPHB2","ENSG00000133216",3605,13.6059,5.9573,6.3332,"OK"
"TCGA-LUSC","efae208a-2ce7-4cc4-9071-9192fcd6c668","TCGA-66-2755-01A-01R-0851-07","TCGA-66-2755","Primary Tumor","JAK3","ENSG00000105639",6328,53.973,15.7143,15.9929,"OK"
"TCGA-LUSC","efae208a-2ce7-4cc4-9071-9192fcd6c668","TCGA-66-2755-01A-01R-0851-07","TCGA-66-2755","Primary Tumor","EPHB2","ENSG00000133216",608,2.8228,0.8219,0.8364,"OK"
"TCGA-LUSC","c105286e-08ac-4988-85d3-41d5d9f5fdf5","TCGA-85-6798-01A-11R-1949-07","TCGA-85-6798","Primary Tumor","JAK3","ENSG00000105639",477,4.2262,1.2453,1.3667,"OK"
"TCGA-LUSC","c105286e-08ac-4988-85d3-41d5d9f5fdf5","TCGA-85-6798-01A-11R-1949-07","TCGA-85-6798","Primary Tumor","EPHB2","ENSG00000133216",2615,12.6118,3.7163,4.0786,"OK"
"TCGA-LUSC","7aec753d-4fad-42f3-a5f8-066ed421d069","TCGA-98-A538-01A-11R-A262-07","TCGA-98-A538","Primary Tumor","JAK3","ENSG00000105639",699,6.3807,1.9631,1.8832,"OK"
