"patient_id","Tumor_TPM","Normal_TPM","Gene","Tumor_log2TPM1","Normal_log2TPM1","Difference"
"TCGA-BH-A1ET",1.583,1.0234,"EPHB2",1.36904764345591,1.0167815502334,0.352266093222511
"TCGA-BH-A1EU",3.9218,1.1886,"EPHB2",2.29918603429535,1.13000830410861,1.16917773018674
"TCGA-BH-A1EV",1.7872,2.0749,"EPHB2",1.47881652904942,1.62053949277709,-0.14172296372767
"TCGA-BH-A1EW",2.4677,0.9767,"EPHB2",1.79397909255241,0.98309393259779,0.810885159954623
"TCGA-BH-A1F0",9.8995,1.0624,"EPHB2",3.44619004970006,1.0443241688122,2.40186588088786
"TCGA-BH-A1F2",3.0206,2.3042,"EPHB2",2.00741081295462,1.72430101432258,0.283109798632036
"TCGA-BH-A1F6",5.0096,1.9858,"EPHB2",2.58726896810433,1.57811753162394,1.00915143648039
"TCGA-BH-A1F8",2.1864,1.7017,"EPHB2",1.67192738481474,1.43386748497405,0.23805989984069
"TCGA-BH-A1FB",4.0075,0.7547,"EPHB2",2.32409051603798,0.811224394912364,1.51286612112562
"TCGA-BH-A1FC",1.972,1.2715,"EPHB2",1.57143411587651,1.18364530539466,0.387788810481854
"TCGA-BH-A1FD",4.1842,0.9609,"EPHB2",2.37412137667978,0.97151596429973,1.40260541238005
"TCGA-BH-A1FE",4.2329,0.7299,"EPHB2",2.38761068951205,0.790688642674781,1.59692204683726
"TCGA-BH-A1FG",1.4482,0.2068,"EPHB2",1.29172142045789,0.271186601597253,1.02053481886064
"TCGA-BH-A1FH",6.2604,2.6104,"EPHB2",2.86004903336145,1.85215868366304,1.00789034969841
"TCGA-BH-A1FJ",1.1158,1.6519,"EPHB2",1.08120326041739,1.40702637415934,-0.325823113741941
"TCGA-BH-A1FM",0.5396,1.3568,"EPHB2",0.622555576261389,1.2368293354864,-0.61427375922501
"TCGA-BH-A1FN",9.3306,2.7763,"EPHB2",3.36885214307742,1.9169733810451,1.45187876203231
"TCGA-BH-A1FR",2.4338,3.0268,"EPHB2",1.77980601272068,2.00963381939727,-0.229827806676593
"TCGA-BH-A1FU",4.6969,2.1098,"EPHB2",2.5101770822187,1.63682179955641,0.87335528266229
"TCGA-BH-A203",2.6604,0.7913,"EPHB2",1.87200131148318,0.841006974547601,1.03099433693558
"TCGA-BH-A204",4.5052,2.7704,"EPHB2",2.46079497682632,1.9147175864659,0.546077390360418
"TCGA-BH-A208",5.6981,0.8522,"EPHB2",2.74375191507526,0.889239888786831,1.85451202628842
"TCGA-BH-A209",3.1908,2.7021,"EPHB2",2.06722567253197,1.88834386537477,0.178881807157198
"TCGA-E2-A153",3.7073,1.3316,"EPHB2",2.23489980006782,1.22132030675705,1.01357949331077
"TCGA-E2-A158",0.4965,5.4454,"EPHB2",0.581592278836014,2.68826989467837,-2.10667761584235
"TCGA-E2-A15I",3.6902,0.8585,"EPHB2",2.2296494436055,0.894138688199671,1.33551075540583
"TCGA-E2-A15K",3.7873,2.056,"EPHB2",2.25921221653414,1.61164454337366,0.647567673160482
"TCGA-E2-A15M",6.4496,1.8438,"EPHB2",2.89716296335883,1.50782000604235,1.38934295731648
"TCGA-E2-A1BC",2.1641,3.3232,"EPHB2",1.66179519627855,2.11209957977624,-0.45030438349768
"TCGA-E2-A1IG",5.4531,3.0671,"EPHB2",2.68999238227529,2.02400046356387,0.665991918711422
"TCGA-E2-A1L7",5.134,2.909,"EPHB2",2.61682816660493,1.9667995846272,0.650028581977729
"TCGA-E2-A1LB",1.3233,0.9939,"EPHB2",1.21617545658645,0.995593056114343,0.220582400472111
"TCGA-E2-A1LH",1.0523,0.9881,"EPHB2",1.03724163585593,0.991390325248138,0.0458513106077945
"TCGA-E2-A1LS",0.1635,4.453,"EPHB2",0.218471210743262,2.44705015545719,-2.22857894471392
"TCGA-E9-A1N4",4.8939,1.3807,"EPHB2",2.55922258290372,1.251385833216,1.30783674968773
"TCGA-E9-A1N5",4.8831,3.0002,"EPHB2",2.55657655916095,2.00007213294874,0.556504426212213
"TCGA-E9-A1N6",8.4377,1.6139,"EPHB2",3.23843531267086,1.38620394898961,1.85223136368125
"TCGA-E9-A1N9",3.1365,0.7242,"EPHB2",2.04841058215241,0.785927130733781,1.26248345141863
"TCGA-E9-A1NA",4.7021,2.6618,"EPHB2",2.51149334061558,1.8725529962451,0.638940344370478
"TCGA-E9-A1ND",9.9123,4.0549,"EPHB2",3.44788330735355,2.33768255188475,1.1102007554688
"TCGA-E9-A1NF",2.6788,5.1803,"EPHB2",1.87923524552771,2.62767687016971,-0.748441624642
"TCGA-E9-A1NG",4.4853,1.2057,"EPHB2",2.45557052613012,1.14123658152569,1.31433394460442
"TCGA-E9-A1R7",0.6525,2.479,"EPHB2",0.724650271732967,1.7986726789578,-1.07402240722484
"TCGA-E9-A1RB",2.3242,1.7132,"EPHB2",1.73300718425268,1.43999539792324,0.293011786329441
"TCGA-E9-A1RC",1.5763,2.3041,"EPHB2",1.36530059939658,1.72425735120072,-0.358956751804147
"TCGA-E9-A1RD",2.6907,1.6193,"EPHB2",1.88389447231603,1.38918130738824,0.494713164927798
"TCGA-E9-A1RF",2.7109,2.6159,"EPHB2",1.8917691243316,1.85435477966156,0.0374143446700412
"TCGA-E9-A1RH",11.1344,2.5928,"EPHB2",3.60103086934881,1.84510862723012,1.75592224211869
"TCGA-E9-A1RI",3.628,0.7963,"EPHB2",2.2103888644454,0.845028314649543,1.36536054979586
"TCGA-GI-A2C8",7.2858,0.4195,"EPHB2",3.05064099742423,0.505382849062305,2.54525814836193
"TCGA-GI-A2C9",3.966,1.8844,"EPHB2",2.31208426151475,1.52827124710328,0.783813014411477
